Server Name	ServerName	TodayDate	Drive	Total(GB)	Free(GB)	Percentage
ESB-AEPS-AEPSXMLDB-10.71.36.88	AEPSXMLDB	2026-03-20 04:15:44.603	C:	79	18	23
ESB-AEPS-AEPSXMLDB-10.71.36.88	AEPSXMLDB	2026-03-20 04:15:44.603	D:	79	35	43
ESB-AEPS-AEPSXMLDB-10.71.36.88	AEPSXMLDB	2026-03-20 04:15:44.603	E:	599	361	60
ESB-AEPS-AEPSXMLDB-10.71.36.88	AEPSXMLDB	2026-03-20 04:15:44.603	F:	249	225	90
AEPSIMPSDB - 10.71.36.91	AEPSIMPSDB	2026-03-20 04:15:44.630	C:	69	31	45
AEPSIMPSDB - 10.71.36.91	AEPSIMPSDB	2026-03-20 04:15:44.630	D:	79	71	89
AEPSIMPSDB - 10.71.36.91	AEPSIMPSDB	2026-03-20 04:15:44.630	E:	599	598	99
AEPSIMPSDB - 10.71.36.91	AEPSIMPSDB	2026-03-20 04:15:44.630	F:	149	149	99
AEPSIMPSDB - 10.71.36.91	AEPSIMPSDB	2026-03-20 04:15:44.630	G:	149	149	99
AEPSIMPSDB - 10.71.36.91	AEPSIMPSDB	2026-03-20 04:15:44.630	T:	99	99	99
PBCAASHADB - 10.181.8.90	PBCAASHADB	2026-03-20 04:15:44.537	C:	99	23	23
PBCAASHADB - 10.181.8.90	PBCAASHADB	2026-03-20 04:15:44.537	D:	99	79	79
PBCAASHADB - 10.181.8.90	PBCAASHADB	2026-03-20 04:15:44.537	E:	399	277	69
PBCAASHADB - 10.181.8.90	PBCAASHADB	2026-03-20 04:15:44.537	F:	199	100	50
PRODSTACKDBRHA - 10.71.36.221 - HA of 10.71.36.11	PRODSTACKDBRHA	2026-03-20 04:15:44.530	C:	99	23	23
PRODSTACKDBRHA - 10.71.36.221 - HA of 10.71.36.11	PRODSTACKDBRHA	2026-03-20 04:15:44.530	D:	79	69	86
PRODSTACKDBRHA - 10.71.36.221 - HA of 10.71.36.11	PRODSTACKDBRHA	2026-03-20 04:15:44.530	E:	1023	340	33
PRODSTACKDBRHA - 10.71.36.221 - HA of 10.71.36.11	PRODSTACKDBRHA	2026-03-20 04:15:44.530	F:	299	290	96
PRODSTACKDBRHA - 10.71.36.221 - HA of 10.71.36.11	PRODSTACKDBRHA	2026-03-20 04:15:44.530	G:	299	257	85
PRODSTACKDBRHA - 10.71.36.221 - HA of 10.71.36.11	PRODSTACKDBRHA	2026-03-20 04:15:44.530	T:	99	99	99
PRODAUDITDB360DB-10.181.144.11	PRODAUDIT360DB	2026-03-20 04:15:44.543	C:	69	33	48
PRODAUDITDB360DB-10.181.144.11	PRODAUDIT360DB	2026-03-20 04:15:44.543	D:	99	89	89
PRODAUDITDB360DB-10.181.144.11	PRODAUDIT360DB	2026-03-20 04:15:44.543	E:	199	192	96
PRODEFRMNEODB1 - 10.181.8.81	PRODEFRMNEODB1	2026-03-20 04:15:44.563	C:	99	59	59
PRODEFRMNEODB1 - 10.181.8.81	PRODEFRMNEODB1	2026-03-20 04:15:44.563	D:	199	108	54
PRODEFRMNEODB1 - 10.181.8.81	PRODEFRMNEODB1	2026-03-20 04:15:44.563	E:	6143	5667	92
PRODEFRMNEODB1 - 10.181.8.81	PRODEFRMNEODB1	2026-03-20 04:15:44.563	F:	249	0	0
PRODEFRMNEODB1 - 10.181.8.81	PRODEFRMNEODB1	2026-03-20 04:15:44.563	G:	99	95	95
PRODEFRMNEODB1 - 10.181.8.81	PRODEFRMNEODB1	2026-03-20 04:15:44.563	T:	99	99	99
PRODRFMSDB01-10.91.9.51	PRODRFMSDB01	2026-03-20 04:17:14.517	C:	99	67	67
PRODRFMSDB01-10.91.9.51	PRODRFMSDB01	2026-03-20 04:17:14.517	D:	99	95	95
PRODRFMSDB01-10.91.9.51	PRODRFMSDB01	2026-03-20 04:17:14.517	E:	1023	1013	98
PRODRFMSDB01-10.91.9.51	PRODRFMSDB01	2026-03-20 04:17:14.517	F:	249	249	99
PRODRFMSDB01-10.91.9.51	PRODRFMSDB01	2026-03-20 04:17:14.517	G:	149	149	99
AEPSIMPSDB-10.71.36.91	AEPSIMPSDB	2026-03-20 04:15:44.630	C:	69	31	45
AEPSIMPSDB-10.71.36.91	AEPSIMPSDB	2026-03-20 04:15:44.630	D:	79	71	89
AEPSIMPSDB-10.71.36.91	AEPSIMPSDB	2026-03-20 04:15:44.630	E:	599	598	99
AEPSIMPSDB-10.71.36.91	AEPSIMPSDB	2026-03-20 04:15:44.630	F:	149	149	99
AEPSIMPSDB-10.71.36.91	AEPSIMPSDB	2026-03-20 04:15:44.630	G:	149	149	99
AEPSIMPSDB-10.71.36.91	AEPSIMPSDB	2026-03-20 04:15:44.630	T:	99	99	99
PRODAUDIT360DB2 - 10.181.144.12	PRODAUDIT360DB2	2026-03-20 04:15:44.630	C:	89	14	16
PRODAUDIT360DB2 - 10.181.144.12	PRODAUDIT360DB2	2026-03-20 04:15:44.630	D:	89	81	91
PRODAUDIT360DB2 - 10.181.144.12	PRODAUDIT360DB2	2026-03-20 04:15:44.630	E:	199	193	96
PRODRPACTRLDB01 - 10.181.8.21	PRODRPACTRLDB01	2026-03-20 04:15:44.597	C:	99	30	30
PRODRPACTRLDB01 - 10.181.8.21	PRODRPACTRLDB01	2026-03-20 04:15:44.597	E:	499	400	80
PRODSTACKDB1-10.71.36.41	PRODSTACKDB1	2026-03-20 04:15:44.567	C:	99	32	32
PRODSTACKDB1-10.71.36.41	PRODSTACKDB1	2026-03-20 04:15:44.567	D:	1843	706	38
PRODSTACKDB1-10.71.36.41	PRODSTACKDB1	2026-03-20 04:15:44.567	F:	249	163	65
PRODSTACKDB1-10.71.36.41	PRODSTACKDB1	2026-03-20 04:15:44.567	H:	399	201	50
BBPS - PRODBBPSDB02-10.181.38.32	PRODBBPSDB02	2026-03-20 04:15:43.737	C:	69	29	43
BBPS - PRODBBPSDB02-10.181.38.32	PRODBBPSDB02	2026-03-20 04:15:43.737	D:	299	252	84
BBPS - PRODBBPSDB02-10.181.38.32	PRODBBPSDB02	2026-03-20 04:15:43.737	E:	199	197	98
PRODRPACTRLDB01-10.181.8.21	PRODRPACTRLDB01	2026-03-20 04:15:44.597	C:	99	30	30
PRODRPACTRLDB01-10.181.8.21	PRODRPACTRLDB01	2026-03-20 04:15:44.597	E:	499	400	80
VIKRANSQLDB1-10.181.12.14	VIKRANSQLDB1	2026-03-20 04:15:44.560	C:	69	12	17
VIKRANSQLDB1-10.181.12.14	VIKRANSQLDB1	2026-03-20 04:15:44.560	D:	99	43	43
VIKRANSQLDB1-10.181.12.14	VIKRANSQLDB1	2026-03-20 04:15:44.560	E:	1023	723	70
VIKRANSQLDB1-10.181.12.14	VIKRANSQLDB1	2026-03-20 04:15:44.560	F:	499	498	99
VIKRANSQLDB1-10.181.12.14	VIKRANSQLDB1	2026-03-20 04:15:44.560	G:	199	199	99
VIKRANSQLDB1-10.181.12.14	VIKRANSQLDB1	2026-03-20 04:15:44.560	T:	99	99	99
PRODRECONDB01_7-10.181.8.103	PRODRECONDB01_7	2026-03-20 04:15:44.613	C:	79	22	28
PRODRECONDB01_7-10.181.8.103	PRODRECONDB01_7	2026-03-20 04:15:44.613	D:	79	62	78
PRODRECONDB01_7-10.181.8.103	PRODRECONDB01_7	2026-03-20 04:15:44.613	E:	1433	993	69
PRODRECONDB01_7-10.181.8.103	PRODRECONDB01_7	2026-03-20 04:15:44.613	F:	299	248	82
PRODRECONDB01_7-10.181.8.103	PRODRECONDB01_7	2026-03-20 04:15:44.613	G:	1228	549	44
PRODRECONDB01_7-10.181.8.103	PRODRECONDB01_7	2026-03-20 04:15:44.613	H:	199	194	97
PRODRECONDB01_7-10.181.8.103	PRODRECONDB01_7	2026-03-20 04:15:44.613	I:	599	574	95
PRODRECONDB01_7-10.181.8.103	PRODRECONDB01_7	2026-03-20 04:15:44.613	J:	499	239	47
PRODRECONDB01_7-10.181.8.103	PRODRECONDB01_7	2026-03-20 04:15:44.613	T:	99	97	97
PRODSNDBXREPDB - 10.181.8.4	PRODSNDBXREPDB	2026-03-20 04:15:44.590	C:	69	31	44
PRODSNDBXREPDB - 10.181.8.4	PRODSNDBXREPDB	2026-03-20 04:15:44.590	D:	89	74	83
PRODSNDBXREPDB - 10.181.8.4	PRODSNDBXREPDB	2026-03-20 04:15:44.590	E:	249	240	96
PRODSNDBXREPDB - 10.181.8.4	PRODSNDBXREPDB	2026-03-20 04:15:44.590	F:	99	98	98
PRODSNDBXREPDB - 10.181.8.4	PRODSNDBXREPDB	2026-03-20 04:15:44.590	G:	99	54	54
VIKRANSQLDB2-10.181.12.15	VIKRANTSQLDB2	2026-03-20 04:15:44.567	C:	69	11	16
VIKRANSQLDB2-10.181.12.15	VIKRANTSQLDB2	2026-03-20 04:15:44.567	D:	99	95	95
VIKRANSQLDB2-10.181.12.15	VIKRANTSQLDB2	2026-03-20 04:15:44.567	E:	1177	204	17
VIKRANSQLDB2-10.181.12.15	VIKRANTSQLDB2	2026-03-20 04:15:44.567	F:	499	499	99
VIKRANSQLDB2-10.181.12.15	VIKRANTSQLDB2	2026-03-20 04:15:44.567	G:	199	199	99
VIKRANSQLDB2-10.181.12.15	VIKRANTSQLDB2	2026-03-20 04:15:44.567	T:	99	99	99
PRODFRMHISDB - 10.181.8.11	PRODFRMHISDB	2026-03-20 04:15:44.610	C:	69	29	42
PRODFRMHISDB - 10.181.8.11	PRODFRMHISDB	2026-03-20 04:15:44.610	D:	99	90	90
PRODFRMHISDB - 10.181.8.11	PRODFRMHISDB	2026-03-20 04:15:44.610	E:	4607	1106	24
PRODFRMHISDB - 10.181.8.11	PRODFRMHISDB	2026-03-20 04:15:44.610	G:	249	238	95
PRODFRMHISDB - 10.181.8.11	PRODFRMHISDB	2026-03-20 04:15:44.610	H:	449	449	99
PRODFRMHISDB - 10.181.8.11	PRODFRMHISDB	2026-03-20 04:15:44.610	I:	99	99	99
SAPSANDBOX\PRD-10.101.12.118	SAPSANDBOX\PRD	2026-03-20 04:15:44.420	C:	99	54	54
SAPSANDBOX\PRD-10.101.12.118	SAPSANDBOX\PRD	2026-03-20 04:15:44.420	D:	249	58	23
SAPSANDBOX\PRD-10.101.12.118	SAPSANDBOX\PRD	2026-03-20 04:15:44.420	E:	799	273	34
SAPSANDBOX\PRD-10.101.12.118	SAPSANDBOX\PRD	2026-03-20 04:15:44.420	F:	199	154	77
SAPSANDBOX\PRD-10.101.12.118	SAPSANDBOX\PRD	2026-03-20 04:15:44.420	G:	499	413	82
SAPSANDBOX\PRD-10.101.12.118	SAPSANDBOX\PRD	2026-03-20 04:15:44.420	P:	39	20	50
PRODADVDBHIS-10.181.8.104	PRODADVDBHIS	2026-03-20 04:15:44.570	C:	99	56	56
PRODADVDBHIS-10.181.8.104	PRODADVDBHIS	2026-03-20 04:15:44.570	D:	99	90	90
PRODADVDBHIS-10.181.8.104	PRODADVDBHIS	2026-03-20 04:15:44.570	E:	1023	889	86
PRODADVDBHIS-10.181.8.104	PRODADVDBHIS	2026-03-20 04:15:44.570	F:	249	161	64
PRODADVDBHIS-10.181.8.104	PRODADVDBHIS	2026-03-20 04:15:44.570	G:	249	78	31
PRODADVDBHIS-10.181.8.104	PRODADVDBHIS	2026-03-20 04:15:44.570	H:	799	75	9
PRODAUADB-10.71.36.230	PRODAUADB	2026-03-20 04:15:44.587	C:	99	25	25
PRODAUADB-10.71.36.230	PRODAUADB	2026-03-20 04:15:44.587	D:	69	41	58
PRODAUADB-10.71.36.230	PRODAUADB	2026-03-20 04:15:44.587	E:	849	28	3
PRODAUADB-10.71.36.230	PRODAUADB	2026-03-20 04:15:44.587	F:	249	243	97
PRODAUADB-10.71.36.230	PRODAUADB	2026-03-20 04:15:44.587	G:	249	221	88
PRODAUADB-10.71.36.230	PRODAUADB	2026-03-20 04:15:44.587	H:	499	362	72
PRODCKYCDB-10.71.36.36	PRODCKYCDB	2026-03-20 04:15:44.577	C:	99	50	50
PRODCKYCDB-10.71.36.36	PRODCKYCDB	2026-03-20 04:15:44.577	D:	199	184	92
PRODCKYCDB-10.71.36.36	PRODCKYCDB	2026-03-20 04:15:44.577	E:	199	111	55
PRODCKYCDB-10.71.36.36	PRODCKYCDB	2026-03-20 04:15:44.577	L:	149	149	99
RPA-PRODRPAOPSDBN-10.181.8.20	PRODRPAOPSDBN	2026-03-20 04:15:44.617	C:	89	47	53
RPA-PRODRPAOPSDBN-10.181.8.20	PRODRPAOPSDBN	2026-03-20 04:15:44.617	D:	499	367	73
RPA-PRODRPAOPSDBN-10.181.8.20	PRODRPAOPSDBN	2026-03-20 04:15:44.617	E:	199	198	99
RPA-PRODRPAOPSDBN-10.181.8.20	PRODRPAOPSDBN	2026-03-20 04:15:44.617	F:	199	199	99
PRODRPAOPSDBN-10.181.8.20	PRODRPAOPSDBN	2026-03-20 04:15:44.617	C:	89	47	53
PRODRPAOPSDBN-10.181.8.20	PRODRPAOPSDBN	2026-03-20 04:15:44.617	D:	499	367	73
PRODRPAOPSDBN-10.181.8.20	PRODRPAOPSDBN	2026-03-20 04:15:44.617	E:	199	198	99
PRODRPAOPSDBN-10.181.8.20	PRODRPAOPSDBN	2026-03-20 04:15:44.617	F:	199	199	99
PRODIVRDB02-10.101.13.86	PRODIVRDB02	2026-03-20 04:15:44.543	C:	99	26	26
PRODIVRDB02-10.101.13.86	PRODIVRDB02	2026-03-20 04:15:44.543	E:	399	122	30
PRODIVRDB02-10.101.13.86	PRODIVRDB02	2026-03-20 04:15:44.543	F:	699	138	19
SCRUM-PRODDBORGS-10.71.36.56	PRODDBORGS	2026-03-20 04:15:44.630	C:	69	12	18
SCRUM-PRODDBORGS-10.71.36.56	PRODDBORGS	2026-03-20 04:15:44.630	D:	129	120	92
SCRUM-PRODDBORGS-10.71.36.56	PRODDBORGS	2026-03-20 04:15:44.630	E:	199	198	99
SCRUM-PRODDBORGS-10.71.36.56	PRODDBORGS	2026-03-20 04:15:44.630	F:	99	99	99
SCRUM-PRODDBORGS-10.71.36.56	PRODDBORGS	2026-03-20 04:15:44.630	T:	99	94	94
PRODFPDB-10.71.36.16	PRODFPDB	2026-03-20 04:15:44.547	C:	99	29	29
PRODFPDB-10.71.36.16	PRODFPDB	2026-03-20 04:15:44.547	D:	399	53	13
PRDEBOARDD01-10.71.36.241	PRDEBOARDD01	2026-03-20 04:15:44.547	C:	89	18	20
PRDEBOARDD01-10.71.36.241	PRDEBOARDD01	2026-03-20 04:15:44.547	D:	199	182	91
PRODSWDB1-10.181.8.175	PRODSWDB1	2026-03-20 04:15:44.613	C:	99	58	59
PRODSWDB1-10.181.8.175	PRODSWDB1	2026-03-20 04:15:44.613	D:	99	97	97
PRODSWDB1-10.181.8.175	PRODSWDB1	2026-03-20 04:15:44.613	E:	799	758	94
DMT-PRODDMTDB-10.71.36.180	PRODDMTDB	2026-03-20 04:15:44.603	C:	69	11	16
DMT-PRODDMTDB-10.71.36.180	PRODDMTDB	2026-03-20 04:15:44.603	D:	99	72	72
DMT-PRODDMTDB-10.71.36.180	PRODDMTDB	2026-03-20 04:15:44.603	E:	399	166	41
DMT-PRODDMTDB-10.71.36.180	PRODDMTDB	2026-03-20 04:15:44.603	F:	199	176	88
DMT-PRODDMTDB-10.71.36.180	PRODDMTDB	2026-03-20 04:15:44.603	G:	249	169	67
PRODICICIDB02 - 10.181.38.27	PRODICICIDB02	2026-03-20 04:15:44.587	C:	99	63	63
PRODICICIDB02 - 10.181.38.27	PRODICICIDB02	2026-03-20 04:15:44.587	D:	99	88	88
PRODICICIDB02 - 10.181.38.27	PRODICICIDB02	2026-03-20 04:15:44.587	E:	149	72	48
PRODICICIDB02 - 10.181.38.27	PRODICICIDB02	2026-03-20 04:15:44.587	F:	99	93	94
PRODICICIDB02 - 10.181.38.27	PRODICICIDB02	2026-03-20 04:15:44.587	G:	99	95	95
PRODICICIDB02 - 10.181.38.27	PRODICICIDB02	2026-03-20 04:15:44.587	T:	49	46	92
PRODDBREPORT - 36.25	PRODDBREPORT	2026-03-20 04:15:44.560	C:	99	38	38
PRODDBREPORT - 36.25	PRODDBREPORT	2026-03-20 04:15:44.560	D:	469	127	27
PRODDBREPORT - 36.25	PRODDBREPORT	2026-03-20 04:15:44.560	E:	499	40	8
PRODDBREPORT - 36.25	PRODDBREPORT	2026-03-20 04:15:44.560	F:	879	75	8
PRODDBREPORT - 36.25	PRODDBREPORT	2026-03-20 04:15:44.560	G:	849	102	12
PRODDBREPORT - 36.25	PRODDBREPORT	2026-03-20 04:15:44.560	H:	299	23	7
PRODDBREPORT - 36.25	PRODDBREPORT	2026-03-20 04:15:44.560	I:	249	13	5
PRODDBREPORT - 36.25	PRODDBREPORT	2026-03-20 04:15:44.560	J:	149	64	42
PRODFRMDB-NEW - 10.71.36.73 - HA of 10.71.36.18	PRODFRMDB_53	2026-03-20 04:15:44.593	C:	69	16	23
PRODFRMDB-NEW - 10.71.36.73 - HA of 10.71.36.18	PRODFRMDB_53	2026-03-20 04:15:44.593	D:	299	278	92
PRODFRMDB-NEW - 10.71.36.73 - HA of 10.71.36.18	PRODFRMDB_53	2026-03-20 04:15:44.593	E:	6041	1751	28
PRODFRMDB-NEW - 10.71.36.73 - HA of 10.71.36.18	PRODFRMDB_53	2026-03-20 04:15:44.593	F:	299	249	83
PRODFRMDB-NEW - 10.71.36.73 - HA of 10.71.36.18	PRODFRMDB_53	2026-03-20 04:15:44.593	G:	499	426	85
UPIPAYLOGDB-10.71.36.95	UPIPAYLOGDB	2026-03-20 04:15:44.590	C:	69	14	20
UPIPAYLOGDB-10.71.36.95	UPIPAYLOGDB	2026-03-20 04:15:44.590	D:	99	80	80
UPIPAYLOGDB-10.71.36.95	UPIPAYLOGDB	2026-03-20 04:15:44.590	E:	249	191	76
UPIPAYLOGDB-10.71.36.95	UPIPAYLOGDB	2026-03-20 04:15:44.590	F:	99	97	97
UPIPAYLOGDB-10.71.36.95	UPIPAYLOGDB	2026-03-20 04:15:44.590	G:	99	96	96
SAS-PRODSASSQLDB-10.71.36.246	PRODSASSQLDB	2026-03-20 04:15:44.487	C:	69	18	27
SAS-PRODSASSQLDB-10.71.36.246	PRODSASSQLDB	2026-03-20 04:15:44.487	D:	69	42	60
SAS-PRODSASSQLDB-10.71.36.246	PRODSASSQLDB	2026-03-20 04:15:44.487	E:	1523	1363	89
SAS-PRODSASSQLDB-10.71.36.246	PRODSASSQLDB	2026-03-20 04:15:44.487	F:	199	193	97
SAS-PRODSASSQLDB-10.71.36.246	PRODSASSQLDB	2026-03-20 04:15:44.487	G:	1843	1580	85
FPB_REPORT - PRODFPBRPTDB - 10.101.13.105	PRODFPBRPTDB	2026-03-20 04:15:44.480	C:	69	17	25
FPB_REPORT - PRODFPBRPTDB - 10.101.13.105	PRODFPBRPTDB	2026-03-20 04:15:44.480	D:	99	85	85
FPB_REPORT - PRODFPBRPTDB - 10.101.13.105	PRODFPBRPTDB	2026-03-20 04:15:44.480	E:	199	199	99
PRODSTACKDB-10.71.36.11	PRODSTACKDB	2026-03-20 04:15:44.580	C:	99	22	22
PRODSTACKDB-10.71.36.11	PRODSTACKDB	2026-03-20 04:15:44.580	D:	79	11	14
PRODSTACKDB-10.71.36.11	PRODSTACKDB	2026-03-20 04:15:44.580	E:	1023	310	30
PRODSTACKDB-10.71.36.11	PRODSTACKDB	2026-03-20 04:15:44.580	F:	299	287	95
PRODSTACKDB-10.71.36.11	PRODSTACKDB	2026-03-20 04:15:44.580	G:	299	237	79
PRODSTACKDB-10.71.36.11	PRODSTACKDB	2026-03-20 04:15:44.580	T:	149	115	76
PRODMODLIMTDB - 10.181.8.105	PRODMODLIMTDB	2026-03-20 04:15:44.600	C:	99	69	69
PRODMODLIMTDB - 10.181.8.105	PRODMODLIMTDB	2026-03-20 04:15:44.600	D:	99	96	96
PRODMODLIMTDB - 10.181.8.105	PRODMODLIMTDB	2026-03-20 04:15:44.600	E:	499	495	99
PRODMODLIMTDB - 10.181.8.105	PRODMODLIMTDB	2026-03-20 04:15:44.600	F:	149	143	95
PRODMODLIMTDB - 10.181.8.105	PRODMODLIMTDB	2026-03-20 04:15:44.600	G:	199	199	99
PRODMODLIMTDB - 10.181.8.105	PRODMODLIMTDB	2026-03-20 04:15:44.600	H:	49	49	99
UPI-UPIPAYPRODDB-10.71.36.94	UPIPAYPRODDB	2026-03-20 04:15:44.663	C:	69	15	22
UPI-UPIPAYPRODDB-10.71.36.94	UPIPAYPRODDB	2026-03-20 04:15:44.663	D:	99	62	62
UPI-UPIPAYPRODDB-10.71.36.94	UPIPAYPRODDB	2026-03-20 04:15:44.663	E:	349	229	65
UPI-UPIPAYPRODDB-10.71.36.94	UPIPAYPRODDB	2026-03-20 04:15:44.663	F:	99	96	96
UPI-UPIPAYPRODDB-10.71.36.94	UPIPAYPRODDB	2026-03-20 04:15:44.663	G:	99	97	97
IDFC-PRODIDFCDB-10.101.13.61	PRODIDFCDB	2026-03-20 04:15:44.480	C:	89	21	24
IDFC-PRODIDFCDB-10.101.13.61	PRODIDFCDB	2026-03-20 04:15:44.480	D:	349	221	63
FPBQASSAP\QAS-10.101.12.121	FPBQASSAP\QAS	2026-03-20 04:15:44.497	C:	99	42	42
FPBQASSAP\QAS-10.101.12.121	FPBQASSAP\QAS	2026-03-20 04:15:44.497	D:	249	53	21
FPBQASSAP\QAS-10.101.12.121	FPBQASSAP\QAS	2026-03-20 04:15:44.497	E:	799	75	9
FPBQASSAP\QAS-10.101.12.121	FPBQASSAP\QAS	2026-03-20 04:15:44.497	F:	799	85	10
FPBQASSAP\QAS-10.101.12.121	FPBQASSAP\QAS	2026-03-20 04:15:44.497	L:	99	99	99
FPBQASSAP\QAS-10.101.12.121	FPBQASSAP\QAS	2026-03-20 04:15:44.497	P:	99	17	17
FPBQASSAP\QAS-10.101.12.121	FPBQASSAP\QAS	2026-03-20 04:15:44.497	S:	499	302	60
FRM-PRODFRMDB-10.71.36.18	PRDFRMDB	2026-03-20 04:15:44.613	C:	99	29	29
FRM-PRODFRMDB-10.71.36.18	PRDFRMDB	2026-03-20 04:15:44.613	D:	699	385	55
FRM-PRODFRMDB-10.71.36.18	PRDFRMDB	2026-03-20 04:15:44.613	E:	6143	1690	27
FRM-PRODFRMDB-10.71.36.18	PRDFRMDB	2026-03-20 04:15:44.613	F:	699	620	88
FRM-PRODFRMDB-10.71.36.18	PRDFRMDB	2026-03-20 04:15:44.613	G:	249	199	79
FRM-PRODFRMDB-10.71.36.18	PRDFRMDB	2026-03-20 04:15:44.613	H:	249	240	96
PRODWATCHDATA-10.101.18.111	PRODWATCHDATA	2026-03-20 04:15:32.027	C:	99	17	17
PRODWATCHDATA-10.101.18.111	PRODWATCHDATA	2026-03-20 04:15:32.027	D:	59	21	36
PRODWATCHDATA-10.101.18.111	PRODWATCHDATA	2026-03-20 04:15:32.027	E:	59	37	63
UPIPAYHISTDB-10.71.36.98	UPIPAYHISTDB	2026-03-20 04:15:44.590	C:	99	43	43
UPIPAYHISTDB-10.71.36.98	UPIPAYHISTDB	2026-03-20 04:15:44.590	D:	99	91	91
UPIPAYHISTDB-10.71.36.98	UPIPAYHISTDB	2026-03-20 04:15:44.590	E:	1535	100	6
UPIPAYHISTDB-10.71.36.98	UPIPAYHISTDB	2026-03-20 04:15:44.590	F:	199	197	98
UPIPAYHISTDB-10.71.36.98	UPIPAYHISTDB	2026-03-20 04:15:44.590	T:	99	98	98
PRODPBHRMSDB-10.181.144.205	PRODPBHRMSDB	2026-03-20 04:15:44.597	C:	99	39	39
PRODPBHRMSDB-10.181.144.205	PRODPBHRMSDB	2026-03-20 04:15:44.597	D:	99	39	39
PRODPBHRMSDB-10.181.144.205	PRODPBHRMSDB	2026-03-20 04:15:44.597	E:	349	102	29
PRODPBHRMSDB-10.181.144.205	PRODPBHRMSDB	2026-03-20 04:15:44.597	F:	149	142	95
PRODRECONDBIMPS-10.181.8.102	PRODRECONDBIMPS	2026-03-20 04:15:44.603	C:	99	46	46
PRODRECONDBIMPS-10.181.8.102	PRODRECONDBIMPS	2026-03-20 04:15:44.603	D:	99	75	75
PRODRECONDBIMPS-10.181.8.102	PRODRECONDBIMPS	2026-03-20 04:15:44.603	E:	2047	1211	59
PRODRECONDBIMPS-10.181.8.102	PRODRECONDBIMPS	2026-03-20 04:15:44.603	L:	99	11	11
PRODRECONDBIMPS-10.181.8.102	PRODRECONDBIMPS	2026-03-20 04:15:44.603	T:	149	128	85
PRODRPAHISDB-10.71.36.45	PRODRPAHISDB	2026-03-20 04:15:44.593	C:	99	36	36
PRODRPAHISDB-10.71.36.45	PRODRPAHISDB	2026-03-20 04:15:44.593	D:	79	72	90
PRODRPAHISDB-10.71.36.45	PRODRPAHISDB	2026-03-20 04:15:44.593	E:	999	981	98
PRODRPAHISDB-10.71.36.45	PRODRPAHISDB	2026-03-20 04:15:44.593	F:	249	248	99
PRODRPAHISDB-10.71.36.45	PRODRPAHISDB	2026-03-20 04:15:44.593	T:	79	79	99
ADV-PRODADVDB_NEW-10.71.36.133	PRODADVDB_NEW	2026-03-20 04:15:44.607	C:	69	14	20
ADV-PRODADVDB_NEW-10.71.36.133	PRODADVDB_NEW	2026-03-20 04:15:44.607	D:	69	60	86
ADV-PRODADVDB_NEW-10.71.36.133	PRODADVDB_NEW	2026-03-20 04:15:44.607	E:	899	173	19
ADV-PRODADVDB_NEW-10.71.36.133	PRODADVDB_NEW	2026-03-20 04:15:44.607	F:	199	198	99
ADV-PRODADVDB_NEW-10.71.36.133	PRODADVDB_NEW	2026-03-20 04:15:44.607	G:	199	189	94
ADV-PRODADVDB_NEW-10.71.36.133	PRODADVDB_NEW	2026-03-20 04:15:44.607	H:	799	26	3
PRODNACHREPLDB - 10.181.8.35	PRODNACHREPLDB	2026-03-20 04:15:44.603	C:	99	67	67
PRODNACHREPLDB - 10.181.8.35	PRODNACHREPLDB	2026-03-20 04:15:44.603	D:	99	87	87
PRODNACHREPLDB - 10.181.8.35	PRODNACHREPLDB	2026-03-20 04:15:44.603	E:	549	528	96
PRODNACHREPLDB - 10.181.8.35	PRODNACHREPLDB	2026-03-20 04:15:44.603	F:	249	229	91
PRODNACHREPLDB - 10.181.8.35	PRODNACHREPLDB	2026-03-20 04:15:44.603	G:	99	99	99
PRODRPAREPDB - 10.71.36.44	PRODRPAREPDB	2026-03-20 04:15:44.593	C:	99	16	16
PRODRPAREPDB - 10.71.36.44	PRODRPAREPDB	2026-03-20 04:15:44.593	D:	79	60	75
PRODRPAREPDB - 10.71.36.44	PRODRPAREPDB	2026-03-20 04:15:44.593	E:	599	411	68
PRODRPAREPDB - 10.71.36.44	PRODRPAREPDB	2026-03-20 04:15:44.593	F:	199	191	96
PRODRPAREPDB - 10.71.36.44	PRODRPAREPDB	2026-03-20 04:15:44.593	G:	149	141	94
PRODRPAREPDB - 10.71.36.44	PRODRPAREPDB	2026-03-20 04:15:44.593	T:	79	79	99
UPIPAYREPLDB - 10.71.36.96	UPIPAYREPLDB	2026-03-20 04:15:44.567	C:	69	16	23
UPIPAYREPLDB - 10.71.36.96	UPIPAYREPLDB	2026-03-20 04:15:44.567	D:	99	77	77
UPIPAYREPLDB - 10.71.36.96	UPIPAYREPLDB	2026-03-20 04:15:44.567	E:	599	297	49
UPIPAYREPLDB - 10.71.36.96	UPIPAYREPLDB	2026-03-20 04:15:44.567	F:	99	88	88
UPIPAYREPLDB - 10.71.36.96	UPIPAYREPLDB	2026-03-20 04:15:44.567	H:	499	443	88
UPI - PRODUPIREPLDB - 10.71.36.23	PRODUPIREPLDB	2026-03-20 04:15:44.650	C:	69	13	19
UPI - PRODUPIREPLDB - 10.71.36.23	PRODUPIREPLDB	2026-03-20 04:15:44.650	D:	99	78	78
