Server Name	ServerName	IPAddressOfSQLServer	name	last_backup_time	recovery_model_desc	state_desc	backup_type	physical_device_name
SAS-PRODSASMERDB-10.71.36.247	PRODSASMERDB	10.71.36.247	ESB_DataCenter	Mar 20 2026  2:11AM	SIMPLE	ONLINE	Differential database	U:\Diff\ESB_DataCenter\ESB_DataCenter_backup_2026_03_20_020002_3146443.bak
SAS-PRODSASMERDB-10.71.36.247	PRODSASMERDB	10.71.36.247	CMS_CLIENT_DATA	Mar 20 2026  2:08AM	SIMPLE	ONLINE	Differential database	U:\Diff\CMS_CLIENT_DATA\CMS_CLIENT_DATA_backup_2026_03_20_020002_3146443.bak
SAS-PRODSASMERDB-10.71.36.247	PRODSASMERDB	10.71.36.247	DMS_DataCenter	Mar 20 2026  2:08AM	FULL	ONLINE	Differential database	U:\Diff\DMS_DataCenter\DMS_DataCenter_backup_2026_03_20_020002_3146443.bak
SAS-PRODSASMERDB-10.71.36.247	PRODSASMERDB	10.71.36.247	Audit	Mar 20 2026  2:00AM	SIMPLE	ONLINE	Differential database	U:\Diff\Audit\Audit_backup_2026_03_20_020002_3140795.bak
SAS-PRODSASMERDB-10.71.36.247	PRODSASMERDB	10.71.36.247	BC_BANK_DATA	Mar 20 2026  2:00AM	FULL	ONLINE	Differential database	U:\Diff\BC_BANK_DATA\BC_BANK_DATA_backup_2026_03_20_020002_3146443.bak
SAS-PRODSASMERDB-10.71.36.247	PRODSASMERDB	10.71.36.247	BLL_DataCenter	Mar 20 2026  2:00AM	SIMPLE	ONLINE	Differential database	U:\Diff\BLL_DataCenter\BLL_DataCenter_backup_2026_03_20_020002_3146443.bak
SAS-PRODSASMERDB-10.71.36.247	PRODSASMERDB	10.71.36.247	FPA	Mar 16 2026 12:30AM	SIMPLE	ONLINE	Full database	X:\FPA\FPA_backup_2026_03_15_010001_8797930.bak
SAS-PRODSASMERDB-10.71.36.247	PRODSASMERDB	10.71.36.247	ReportServer	Mar 16 2026 12:30AM	SIMPLE	ONLINE	Full database	X:\ReportServer\ReportServer_backup_2026_03_15_010001_8797930.bak
SAS-PRODSASMERDB-10.71.36.247	PRODSASMERDB	10.71.36.247	ReportServerTempDB	Mar 16 2026 12:30AM	SIMPLE	ONLINE	Full database	X:\ReportServerTempDB\ReportServerTempDB_backup_2026_03_15_010001_8797930.bak
SAS-PRODSASMERDB-10.71.36.247	PRODSASMERDB	10.71.36.247	DB_Backup	Mar 16 2026  8:31AM	SIMPLE	ONLINE	Full database	X:\DB_Backup\DB_Backup_backup_2026_03_15_010001_8803466.bak
SAS-PRODSASMERDB-10.71.36.247	PRODSASMERDB	10.71.36.247	ReportViewer_New	Mar 16 2026  8:31AM	FULL	ONLINE	Full database	X:\ReportViewer_New\ReportViewer_New_backup_2026_03_15_010001_8803121.bak
SAS-PRODSASMERDB-10.71.36.247	PRODSASMERDB	10.71.36.247	FIS_DataCenter	Mar 16 2026  1:15AM	SIMPLE	ONLINE	Full database	X:\FIS_DataCenter\FIS_DataCenter_backup_2026_03_15_010001_8797930.bak
SAS-PRODSASMERDB-10.71.36.247	PRODSASMERDB	10.71.36.247	Audit	Mar 16 2026  1:13AM	SIMPLE	ONLINE	Full database	X:\Audit\Audit_backup_2026_03_15_010001_8797930.bak
SAS-PRODSASMERDB-10.71.36.247	PRODSASMERDB	10.71.36.247	CMS_CLIENT_DATA	Mar 16 2026  1:13AM	SIMPLE	ONLINE	Full database	X:\CMS_CLIENT_DATA\CMS_CLIENT_DATA_backup_2026_03_15_010001_8797930.bak
SAS-PRODSASMERDB-10.71.36.247	PRODSASMERDB	10.71.36.247	SSISDB	Mar 16 2026  1:13AM	FULL	ONLINE	Full database	X:\SSISDB\SSISDB_backup_2026_03_15_010001_8797930.bak
SAS-PRODSASMERDB-10.71.36.247	PRODSASMERDB	10.71.36.247	BC_BANK_DATA	Mar 16 2026  1:02AM	FULL	ONLINE	Full database	X:\BC_BANK_DATA\BC_BANK_DATA_backup_2026_03_15_010001_8797930.bak
SAS-PRODSASMERDB-10.71.36.247	PRODSASMERDB	10.71.36.247	Temp_DataCenter	Mar 15 2026 11:47PM	SIMPLE	ONLINE	Full database	X:\Temp_DataCenter\Temp_DataCenter_backup_2026_03_15_010001_8797930.bak
SAS-PRODSASMERDB-10.71.36.247	PRODSASMERDB	10.71.36.247	SMS_DATA	Mar 15 2026 11:33PM	SIMPLE	ONLINE	Full database	X:\SMS_DATA\SMS_DATA_backup_2026_03_15_010001_8797930.bak
SAS-PRODSASMERDB-10.71.36.247	PRODSASMERDB	10.71.36.247	DMS_DataCenter	Mar 15 2026 11:02PM	FULL	ONLINE	Full database	X:\DMS_DataCenter\DMS_DataCenter_backup_2026_03_15_010001_8797930.bak
SAS-PRODSASMERDB-10.71.36.247	PRODSASMERDB	10.71.36.247	BLL_DataCenter	Mar 15 2026  3:47AM	SIMPLE	ONLINE	Full database	X:\BLL_DataCenter\BLL_DataCenter_backup_2026_03_15_010001_8797930.bak
SAS-PRODSASMERDB-10.71.36.247	PRODSASMERDB	10.71.36.247	ESB_DataCenter	Mar 15 2026  1:15AM	SIMPLE	ONLINE	Full database	X:\ESB_DataCenter\ESB_DataCenter_backup_2026_03_15_010001_8797930.bak
SAS-PRODSASMERDB-10.71.36.247	PRODSASMERDB	10.71.36.247	master	Mar 15 2026  1:00AM	SIMPLE	ONLINE	Full database	X:\master\master_backup_2026_03_15_010001_8792149.bak
SAS-PRODSASMERDB-10.71.36.247	PRODSASMERDB	10.71.36.247	model	Mar 15 2026  1:00AM	SIMPLE	ONLINE	Full database	X:\model\model_backup_2026_03_15_010001_8797930.bak
SAS-PRODSASMERDB-10.71.36.247	PRODSASMERDB	10.71.36.247	msdb	Mar 15 2026  1:00AM	SIMPLE	ONLINE	Full database	X:\msdb\msdb_backup_2026_03_15_010001_8797930.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	Audit	Mar 20 2026 12:01AM	FULL	ONLINE	Differential database	U:\10.101.13.86\Diff\Audit\Audit_backup_2026_03_20_000005_5541431.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	SMARTBI	Mar 20 2026 12:01AM	FULL	ONLINE	Differential database	U:\10.101.13.86\Diff\SMARTBI\SMARTBI_backup_2026_03_20_000005_5531433.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	SMARTDB	Mar 20 2026 12:01AM	FULL	ONLINE	Differential database	U:\10.101.13.86\Diff\SMARTDB\SMARTDB_backup_2026_03_20_000005_5531433.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	SSISDB	Mar 20 2026 12:01AM	FULL	ONLINE	Differential database	U:\10.101.13.86\Diff\SSISDB\SSISDB_backup_2026_03_20_000005_5541431.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	UCSDB	Mar 20 2026 12:01AM	FULL	ONLINE	Differential database	U:\10.101.13.86\Diff\UCSDB\UCSDB_backup_2026_03_20_000005_5541431.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	configdb	Mar 20 2026 12:00AM	FULL	ONLINE	Differential database	U:\10.101.13.86\Diff\configdb\configdb_backup_2026_03_20_000005_5531433.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	GAXDB	Mar 20 2026 12:00AM	FULL	ONLINE	Differential database	U:\10.101.13.86\Diff\GAXDB\GAXDB_backup_2026_03_20_000005_5531433.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	GIMDB	Mar 20 2026 12:00AM	FULL	ONLINE	Differential database	U:\10.101.13.86\Diff\GIMDB\GIMDB_backup_2026_03_20_000005_5531433.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	ICONCFGOCSDB01	Mar 20 2026 12:00AM	FULL	ONLINE	Differential database	U:\10.101.13.86\Diff\ICONCFGOCSDB01\ICONCFGOCSDB01_backup_2026_03_20_000005_5531433.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	ICONCFGOCSDB02	Mar 20 2026 12:00AM	FULL	ONLINE	Differential database	U:\10.101.13.86\Diff\ICONCFGOCSDB02\ICONCFGOCSDB02_backup_2026_03_20_000005_5531433.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	ICONVOCDB01	Mar 20 2026 12:00AM	FULL	ONLINE	Differential database	U:\10.101.13.86\Diff\ICONVOCDB01\ICONVOCDB01_backup_2026_03_20_000005_5531433.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	ICONVOCDB02	Mar 20 2026 12:00AM	FULL	ONLINE	Differential database	U:\10.101.13.86\Diff\ICONVOCDB02\ICONVOCDB02_backup_2026_03_20_000005_5531433.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	IXNDB	Mar 20 2026 12:00AM	FULL	ONLINE	Differential database	U:\10.101.13.86\Diff\IXNDB\IXNDB_backup_2026_03_20_000005_5531433.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	IXNDB_NEW	Mar 20 2026 12:00AM	FULL	ONLINE	Differential database	U:\10.101.13.86\Diff\IXNDB_NEW\IXNDB_NEW_backup_2026_03_20_000005_5531433.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	LOGDB	Mar 20 2026 12:00AM	FULL	ONLINE	Differential database	U:\10.101.13.86\Diff\LOGDB\LOGDB_backup_2026_03_20_000005_5531433.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	model	Mar 20 2026 12:00AM	FULL	ONLINE	Differential database	U:\10.101.13.86\Diff\model\model_backup_2026_03_20_000005_5361434.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	msdb	Mar 20 2026 12:00AM	SIMPLE	ONLINE	Differential database	U:\10.101.13.86\Diff\msdb\msdb_backup_2026_03_20_000005_5531433.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	OCSDB	Mar 20 2026 12:00AM	FULL	ONLINE	Differential database	U:\10.101.13.86\Diff\OCSDB\OCSDB_backup_2026_03_20_000005_5531433.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	PULSEDB	Mar 20 2026 12:00AM	FULL	ONLINE	Differential database	U:\10.101.13.86\Diff\PULSEDB\PULSEDB_backup_2026_03_20_000005_5531433.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	GIMDB	Mar 15 2026 12:08AM	FULL	ONLINE	Full database	X:\GIMDB\GIMDB_backup_2026_03_15_000004_9555242.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	configdb	Mar 15 2026 12:06AM	FULL	ONLINE	Full database	X:\configdb\configdb_backup_2026_03_15_000004_9555242.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	GAXDB	Mar 15 2026 12:06AM	FULL	ONLINE	Full database	X:\GAXDB\GAXDB_backup_2026_03_15_000004_9555242.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	master	Mar 15 2026 12:00AM	SIMPLE	ONLINE	Full database	X:\master\master_backup_2026_03_15_000004_9337711.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	model	Mar 15 2026 12:00AM	FULL	ONLINE	Full database	X:\model\model_backup_2026_03_15_000004_9555242.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	msdb	Mar 15 2026 12:00AM	SIMPLE	ONLINE	Full database	X:\msdb\msdb_backup_2026_03_15_000004_9555242.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	Audit	Mar 15 2026  6:54AM	FULL	ONLINE	Full database	X:\Audit\Audit_backup_2026_03_15_000004_9555242.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	SSISDB	Mar 15 2026  6:54AM	FULL	ONLINE	Full database	X:\SSISDB\SSISDB_backup_2026_03_15_000004_9555242.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	UCSDB	Mar 15 2026  6:54AM	FULL	ONLINE	Full database	X:\UCSDB\UCSDB_backup_2026_03_15_000004_9555242.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	SMARTDB	Mar 15 2026  6:41AM	FULL	ONLINE	Full database	X:\SMARTDB\SMARTDB_backup_2026_03_15_000004_9555242.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	PULSEDB	Mar 15 2026  4:13AM	FULL	ONLINE	Full database	X:\PULSEDB\PULSEDB_backup_2026_03_15_000004_9555242.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	SMARTBI	Mar 15 2026  4:13AM	FULL	ONLINE	Full database	X:\SMARTBI\SMARTBI_backup_2026_03_15_000004_9555242.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	OCSDB	Mar 15 2026  3:59AM	FULL	ONLINE	Full database	X:\OCSDB\OCSDB_backup_2026_03_15_000004_9555242.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	ICONCFGOCSDB01	Mar 15 2026  3:57AM	FULL	ONLINE	Full database	X:\ICONCFGOCSDB01\ICONCFGOCSDB01_backup_2026_03_15_000004_9555242.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	ICONCFGOCSDB02	Mar 15 2026  3:57AM	FULL	ONLINE	Full database	X:\ICONCFGOCSDB02\ICONCFGOCSDB02_backup_2026_03_15_000004_9555242.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	ICONVOCDB01	Mar 15 2026  3:57AM	FULL	ONLINE	Full database	X:\ICONVOCDB01\ICONVOCDB01_backup_2026_03_15_000004_9555242.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	ICONVOCDB02	Mar 15 2026  3:57AM	FULL	ONLINE	Full database	X:\ICONVOCDB02\ICONVOCDB02_backup_2026_03_15_000004_9555242.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	IXNDB	Mar 15 2026  3:57AM	FULL	ONLINE	Full database	X:\IXNDB\IXNDB_backup_2026_03_15_000004_9555242.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	IXNDB_NEW	Mar 15 2026  3:57AM	FULL	ONLINE	Full database	X:\IXNDB_NEW\IXNDB_NEW_backup_2026_03_15_000004_9555242.bak
PRODIVRDB02-10.101.13.86	PRODIVRDB02	10.101.13.86	LOGDB	Mar 15 2026  3:57AM	FULL	ONLINE	Full database	X:\LOGDB\LOGDB_backup_2026_03_15_000004_9555242.bak
PRODFPDBMIRR - 10.71.36.15 - HA of 10.71.36.16	PRODFPDBMIRR	10.71.36.15	PBFPRESPOSITORY	Sep 28 2025  1:28AM	FULL	ONLINE	Full database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.71.36.16\Full\PBFPRESPOSITORY\PBFPRESPOSITORY_backup_2025_09_28_010004_3839295.bak
PRODFPDBMIRR - 10.71.36.15 - HA of 10.71.36.16	PRODFPDBMIRR	10.71.36.15	Audit	Mar  9 2022  3:01PM	FULL	ONLINE	Full database	D:\backup_382022\Audit.bak
PRODFPDBMIRR - 10.71.36.15 - HA of 10.71.36.16	PRODFPDBMIRR	10.71.36.15	HSM_Configuration_DB_FPB	Aug  3 2024 12:33AM	FULL	ONLINE	Full database	\\10.71.88.120\DB_Backup_HPNAS\10.71.36.16\FULL\HSM_Configuration_DB_FPB\HSM_Configuration_DB_FPB_backup_2024_08_03_003319_2631199.bak
PRODSTACKDB2 - 10.71.36.47	PRODSTACKDB2	10.71.36.47	PROCMON	Mar 18 2026  3:54PM	SIMPLE	ONLINE	Full database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.71.36.125\FULL\PROCMON\PROCMON_18032026.bak
PRODSTACKDB2 - 10.71.36.47	PRODSTACKDB2	10.71.36.47	PBMASTER	Feb 25 2026 12:22AM	FULL	ONLINE	Full database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\FULL\10.71.36.41\PBMASTER\PBMASTER_24022026.bak
PRODSTACKDB2 - 10.71.36.47	PRODSTACKDB2	10.71.36.47	PBTRANSACTIONINFO	Feb 21 2026 12:03AM	FULL	ONLINE	Differential database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\DIFF\10.71.36.41\PBTRANSACTIONINFO\PBTRANSACTIONINFO_backup_2026_02_21_000158_0257103.bak
PRODSTACKDB2 - 10.71.36.47	PRODSTACKDB2	10.71.36.47	PBTRANSACTIONINFO	Feb 20 2026  3:58PM	FULL	ONLINE	Full database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\FULL\10.71.36.41\PBTRANSACTIONINFO\PBTRANSACTIONINFO_backup_2026_02_20_155604_8299473.bak
PRODSTACKDB2 - 10.71.36.47	PRODSTACKDB2	10.71.36.47	PBTransactionInfo_History	Feb 19 2026 11:15AM	SIMPLE	ONLINE	Full database	\\10.181.16.12\DB_Backup_HPNAS\History_DB_Backup\10.71.36.125\FULL\PBTransactionInfo_History\PBTransactionInfo_History_backup_2026_02_19_111327_7190385.bak
PRDPBCAASDB-10.181.8.201	PRDPBCAASDB	10.181.8.201	model	Mar 20 2026 12:00AM	FULL	ONLINE	Differential database	U:\model\model_backup_2026_03_20_000002_9003028.bak
PRDPBCAASDB-10.181.8.201	PRDPBCAASDB	10.181.8.201	msdb	Mar 20 2026 12:00AM	SIMPLE	ONLINE	Differential database	U:\msdb\msdb_backup_2026_03_20_000002_9003028.bak
PRDPBCAASDB-10.181.8.201	PRDPBCAASDB	10.181.8.201	PBCAASLogs	Mar 20 2026 12:00AM	FULL	ONLINE	Differential database	U:\PBCAASLogs\PBCAASLogs_backup_2026_03_20_000002_9003028.bak
PRDPBCAASDB-10.181.8.201	PRDPBCAASDB	10.181.8.201	Audit	Mar 20 2026  1:22AM	FULL	ONLINE	Differential database	U:\Audit\Audit_backup_2026_03_20_000002_9003028.bak
PRDPBCAASDB-10.181.8.201	PRDPBCAASDB	10.181.8.201	DB_Backup	Mar 20 2026  1:22AM	SIMPLE	ONLINE	Differential database	U:\DB_Backup\DB_Backup_backup_2026_03_20_000002_9003028.bak
PRDPBCAASDB-10.181.8.201	PRDPBCAASDB	10.181.8.201	master	Mar 15 2026 12:00AM	SIMPLE	ONLINE	Full database	X:\master\master_backup_2026_03_15_000003_4328722.bak
PRDPBCAASDB-10.181.8.201	PRDPBCAASDB	10.181.8.201	model	Mar 15 2026 12:00AM	FULL	ONLINE	Full database	X:\model\model_backup_2026_03_15_000003_4328722.bak
PRDPBCAASDB-10.181.8.201	PRDPBCAASDB	10.181.8.201	msdb	Mar 15 2026 12:00AM	SIMPLE	ONLINE	Full database	X:\msdb\msdb_backup_2026_03_15_000003_4328722.bak
PRDPBCAASDB-10.181.8.201	PRDPBCAASDB	10.181.8.201	PBCAASLogs	Mar 15 2026 12:00AM	FULL	ONLINE	Full database	X:\PBCAASLogs\PBCAASLogs_backup_2026_03_15_000003_4328722.bak
PRDPBCAASDB-10.181.8.201	PRDPBCAASDB	10.181.8.201	Audit	Mar 15 2026  9:55AM	FULL	ONLINE	Full database	X:\Audit\Audit_backup_2026_03_15_000003_4328722.bak
PRDPBCAASDB-10.181.8.201	PRDPBCAASDB	10.181.8.201	DB_Backup	Mar 15 2026  9:55AM	SIMPLE	ONLINE	Full database	X:\DB_Backup\DB_Backup_backup_2026_03_15_000003_4328722.bak
PRODSTACKDB-10.71.36.11	PRODSTACKDB	10.71.36.11	model	Mar 20 2026  1:39AM	FULL	ONLINE	Differential database	U:\model\model_backup_2026_03_20_010002_6308450.bak
PRODSTACKDB-10.71.36.11	PRODSTACKDB	10.71.36.11	msdb	Mar 20 2026  1:39AM	SIMPLE	ONLINE	Differential database	U:\msdb\msdb_backup_2026_03_20_010002_6308450.bak
PRODSTACKDB-10.71.36.11	PRODSTACKDB	10.71.36.11	ESB_Transactions	Mar 20 2026  1:12AM	FULL	ONLINE	Differential database	U:\ESB_Transactions\ESB_Transactions_backup_2026_03_20_010002_6308450.bak
PRODSTACKDB-10.71.36.11	PRODSTACKDB	10.71.36.11	ESB_PTA_DB	Mar 20 2026  1:09AM	FULL	ONLINE	Differential database	U:\ESB_PTA_DB\ESB_PTA_DB_backup_2026_03_20_010002_6308450.bak
PRODSTACKDB-10.71.36.11	PRODSTACKDB	10.71.36.11	ESB_SMSService	Mar 20 2026  1:09AM	FULL	ONLINE	Differential database	U:\ESB_SMSService\ESB_SMSService_backup_2026_03_20_010002_6308450.bak
PRODSTACKDB-10.71.36.11	PRODSTACKDB	10.71.36.11	Audit	Mar 20 2026  1:00AM	SIMPLE	ONLINE	Differential database	U:\Audit\Audit_backup_2026_03_20_010002_6152237.bak
PRODSTACKDB-10.71.36.11	PRODSTACKDB	10.71.36.11	ESB_Master	Mar 20 2026  1:00AM	FULL	ONLINE	Differential database	U:\ESB_Master\ESB_Master_backup_2026_03_20_010002_6308450.bak
PRODSTACKDB-10.71.36.11	PRODSTACKDB	10.71.36.11	ESB_MasterUpload	Mar 20 2026  1:00AM	FULL	ONLINE	Differential database	U:\ESB_MasterUpload\ESB_MasterUpload_backup_2026_03_20_010002_6308450.bak
PRODSTACKDB-10.71.36.11	PRODSTACKDB	10.71.36.11	ESB_NPCI	Mar 20 2026  1:00AM	FULL	ONLINE	Differential database	U:\ESB_NPCI\ESB_NPCI_backup_2026_03_20_010002_6308450.bak
PRODSTACKDB-10.71.36.11	PRODSTACKDB	10.71.36.11	ESB_Transactions	Mar 15 2026  9:17AM	FULL	ONLINE	Full database	X:\ESB_Transactions\ESB_Transactions_backup_2026_03_15_010002_9075314.bak
PRODSTACKDB-10.71.36.11	PRODSTACKDB	10.71.36.11	ESB_SMSService	Mar 15 2026  7:00AM	FULL	ONLINE	Full database	X:\ESB_SMSService\ESB_SMSService_backup_2026_03_15_010002_9075314.bak
PRODSTACKDB-10.71.36.11	PRODSTACKDB	10.71.36.11	ESB_PTA_DB	Mar 15 2026  6:56AM	FULL	ONLINE	Full database	X:\ESB_PTA_DB\ESB_PTA_DB_backup_2026_03_15_010002_9075314.bak
PRODSTACKDB-10.71.36.11	PRODSTACKDB	10.71.36.11	DB_Backup	Mar 15 2026  1:39PM	SIMPLE	ONLINE	Full database	X:\DB_Backup\DB_Backup_backup_2026_03_15_010002_9075314.bak
PRODSTACKDB-10.71.36.11	PRODSTACKDB	10.71.36.11	Audit	Mar 15 2026  1:34PM	SIMPLE	ONLINE	Full database	X:\Audit\Audit_backup_2026_03_15_010002_9075314.bak
PRODSTACKDB-10.71.36.11	PRODSTACKDB	10.71.36.11	ESB_NPCI	Mar 15 2026  1:25AM	FULL	ONLINE	Full database	X:\ESB_NPCI\ESB_NPCI_backup_2026_03_15_010002_9075314.bak
PRODSTACKDB-10.71.36.11	PRODSTACKDB	10.71.36.11	ESB_Master	Mar 15 2026  1:07AM	FULL	ONLINE	Full database	X:\ESB_Master\ESB_Master_backup_2026_03_15_010002_9075314.bak
PRODSTACKDB-10.71.36.11	PRODSTACKDB	10.71.36.11	ESB_MasterUpload	Mar 15 2026  1:07AM	FULL	ONLINE	Full database	X:\ESB_MasterUpload\ESB_MasterUpload_backup_2026_03_15_010002_9075314.bak
PRODSTACKDB-10.71.36.11	PRODSTACKDB	10.71.36.11	master	Mar 15 2026  1:00AM	SIMPLE	ONLINE	Full database	X:\master\master_backup_2026_03_15_010002_8875777.bak
PRODSTACKDB-10.71.36.11	PRODSTACKDB	10.71.36.11	model	Mar 15 2026  1:00AM	FULL	ONLINE	Full database	X:\model\model_backup_2026_03_15_010002_9075314.bak
PRODSTACKDB-10.71.36.11	PRODSTACKDB	10.71.36.11	msdb	Mar 15 2026  1:00AM	SIMPLE	ONLINE	Full database	X:\msdb\msdb_backup_2026_03_15_010002_9075314.bak
RECONRPA-PRODRECONRPADB-10.71.36.117	PRODRECONRPADB	10.71.36.117	DisputeManagement	Mar 20 2026  1:04AM	FULL	ONLINE	Differential database	U:\DisputeManagement\DisputeManagement_backup_2026_03_20_010002_9108418.bak
RECONRPA-PRODRECONRPADB-10.71.36.117	PRODRECONRPADB	10.71.36.117	EmailAutomation	Mar 20 2026  1:04AM	FULL	ONLINE	Differential database	U:\EmailAutomation\EmailAutomation_backup_2026_03_20_010002_9108418.bak
RECONRPA-PRODRECONRPADB-10.71.36.117	PRODRECONRPADB	10.71.36.117	NPCI_Settlement	Mar 20 2026  1:04AM	FULL	ONLINE	Differential database	U:\NPCI_Settlement\NPCI_Settlement_backup_2026_03_20_010002_9108418.bak
RECONRPA-PRODRECONRPADB-10.71.36.117	PRODRECONRPADB	10.71.36.117	SuspectRepositoryData	Mar 20 2026  1:04AM	FULL	ONLINE	Differential database	U:\SuspectRepositoryData\SuspectRepositoryData_backup_2026_03_20_010002_9108418.bak
RECONRPA-PRODRECONRPADB-10.71.36.117	PRODRECONRPADB	10.71.36.117	UserCredentialVault	Mar 20 2026  1:04AM	FULL	ONLINE	Differential database	U:\UserCredentialVault\UserCredentialVault_backup_2026_03_20_010002_9108418.bak
RECONRPA-PRODRECONRPADB-10.71.36.117	PRODRECONRPADB	10.71.36.117	InvoiceGenerationProcess	Mar 20 2026  1:02AM	FULL	ONLINE	Differential database	U:\InvoiceGenerationProcess\InvoiceGenerationProcess_backup_2026_03_20_010002_9108418.bak
RECONRPA-PRODRECONRPADB-10.71.36.117	PRODRECONRPADB	10.71.36.117	AccountRestriction	Mar 20 2026  1:01AM	FULL	ONLINE	Differential database	U:\AccountRestriction\AccountRestriction_backup_2026_03_20_010002_9108418.bak
RECONRPA-PRODRECONRPADB-10.71.36.117	PRODRECONRPADB	10.71.36.117	AFU	Mar 20 2026  1:01AM	FULL	ONLINE	Differential database	U:\AFU\AFU_backup_2026_03_20_010002_9108418.bak
RECONRPA-PRODRECONRPADB-10.71.36.117	PRODRECONRPADB	10.71.36.117	AFU_CyberPortal	Mar 20 2026  1:01AM	FULL	ONLINE	Differential database	U:\AFU_CyberPortal\AFU_CyberPortal_backup_2026_03_20_010002_9108418.bak
RECONRPA-PRODRECONRPADB-10.71.36.117	PRODRECONRPADB	10.71.36.117	Email_Splitter	Mar 20 2026  1:01AM	FULL	ONLINE	Differential database	U:\Email_Splitter\Email_Splitter_backup_2026_03_20_010002_9108418.bak
RECONRPA-PRODRECONRPADB-10.71.36.117	PRODRECONRPADB	10.71.36.117	LeadData	Mar 20 2026  1:01AM	FULL	ONLINE	Differential database	U:\LeadData\LeadData_backup_2026_03_20_010002_9108418.bak
RECONRPA-PRODRECONRPADB-10.71.36.117	PRODRECONRPADB	10.71.36.117	STG_InvoiceGenrationProcess	Mar 20 2026  1:01AM	FULL	ONLINE	Differential database	U:\STG_InvoiceGenrationProcess\STG_InvoiceGenrationProcess_backup_2026_03_20_010002_9108418.bak
RECONRPA-PRODRECONRPADB-10.71.36.117	PRODRECONRPADB	10.71.36.117	UIDAIMIS	Mar 20 2026  1:01AM	FULL	ONLINE	Differential database	U:\UIDAIMIS\UIDAIMIS_backup_2026_03_20_010002_9108418.bak
RECONRPA-PRODRECONRPADB-10.71.36.117	PRODRECONRPADB	10.71.36.117	AUDIT	Mar 20 2026  1:00AM	SIMPLE	ONLINE	Differential database	U:\AUDIT\AUDIT_backup_2026_03_20_010002_9108418.bak
RECONRPA-PRODRECONRPADB-10.71.36.117	PRODRECONRPADB	10.71.36.117	DB_Backup	Mar 20 2026  1:00AM	SIMPLE	ONLINE	Differential database	U:\DB_Backup\DB_Backup_backup_2026_03_20_010002_9108418.bak
